Sample ID,Site,Block ,Treatment,Study Year,Date ,NH4,NH4_LOD,NO3,N03_LOD,Mg,Mg_LOD,P,P_LOD,EC,pH
AB2MC1,A,2,MC1,1,2_21_24,LOD,0.2034273,LOD,2.445,43.143,1.2488,0.0511,0.0097,0.88,7.21
AB2MC2,A,2,MC2,1,2_21_24,LOD,0.2034273,19.7297355,2.445,41.1,1.2488,0.0407,0.0097,0.96,7.2
AB3PC0,A,3,PC0,1,2_21_24,LOD,0.2034273,LOD,2.445,39.44,1.2488,LOD,0.0097,0.7,7.38
AB3PC1,A,3,PC1,1,2_21_24,0.335846847,0.2034273,15.19697207,2.445,42,1.2488,0.0528,0.0097,0.75,7.66
AB3PC2,A,3,PC2,1,2_21_24,LOD,0.2034273,LOD,2.445,19.96,1.2488,0.0358,0.0097,0.55,7.57
AB3MC0,A,3,MC0,1,2_21_24,LOD,0.2034273,LOD,2.445,53.17,1.2488,LOD,0.0097,1.02,7.79
AB3MC1,A,3,MC1,1,2_21_24,LOD,0.2034273,LOD,2.445,39.19,1.2488,0.0468,0.0097,0.7,7.73
AB3MC2,A,3,MC2,1,2_21_24,LOD,0.2034273,LOD,2.445,71.9,1.2488,0.0219,0.0097,1.12,7.75
AB4PC0,A,4,PC0,1,2_21_24,LOD,0.2034273,LOD,2.445,22.77,1.2488,0.0164,0.0097,0.58,7.48
AB4PC1,A,4,PC1,1,2_21_24,LOD,0.2034273,LOD,2.445,44.49,1.2488,0.0319,0.0097,0.72,7.36
AB4PC2,A,4,PC2,1,2_21_24,LOD,0.2034273,LOD,2.445,28.27,1.2488,0.0203,0.0097,0.59,7.37
AB4MC0,A,4,MC0,1,2_21_24,LOD,0.2034273,LOD,2.445,25.79,1.2488,0.0449,0.0097,0.79,7.72
AB4MC1,A,4,MC1,1,2_21_24,LOD,0.2034273,LOD,2.445,37.05,1.2488,0.0331,0.0097,0.7,8.12
AB4MC2,A,4,MC2,1,2_21_24,LOD,0.2034273,LOD,2.445,58.43,1.2488,0.0296,0.0097,0.89,7.54
BB1PC0,B,1,PC0,1,2_21_24,LOD,0.2130841,LOD,2.445,58.68,1.2488,LOD,0.0097,1.22,7.89
BB1PC1,B,1,PC1,1,2_21_24,LOD,0.2130841,LOD,2.445,61.42,1.2488,LOD,0.0097,1.25,8.02
BB1PC2,B,1,PC2,1,2_21_24,LOD,0.2130841,LOD,2.445,45.25,1.2488,LOD,0.0097,1.16,8.05
BB1MC0,B,1,MC0,1,2_21_24,LOD,0.2130841,LOD,2.445,52,1.2488,LOD,0.0097,1.2,7.82
BB1MC1,B,1,MC1,1,2_21_24,LOD,0.2130841,LOD,2.445,72.91,1.2488,0.0154,0.0097,1.48,7.91
BB1MC2,B,1,MC2,1,2_21_24,LOD,0.2130841,LOD,2.445,65.808,1.2488,LOD,0.0097,2.2,7.91
BB2PC0,B,2,PC0,1,2_21_24,LOD,0.2130841,LOD,2.445,121.49,1.2488,LOD,0.0097,2.73,7.85
BB2PC1,B,2,PC1,1,2_21_24,LOD,0.2130841,LOD,2.445,62.91,1.2488,LOD,0.0097,1.4,8.11
BB2PC2,B,2,PC2,1,2_21_24,LOD,0.2130841,LOD,2.445,36.77,1.2488,0.022,0.0097,2.39,8.16
BB2MC0,B,2,MC0,1,2_21_24,LOD,0.2130841,LOD,2.445,93.67,1.2488,0.029,0.0097,1.9,8.24
BB2MC1,B,2,MC1,1,2_21_24,LOD,0.2130841,LOD,2.445,82.35,1.2488,0.0166,0.0097,1.72,7.88
BB2MC2,B,2,MC2,1,2_21_24,LOD,0.2130841,LOD,2.445,81.18,1.2488,0.011,0.0097,1.98,8.03
BB3PC0,B,3,PC0,1,2_21_24,LOD,0.2130841,LOD,2.445,66.72,1.2488,0.0098,0.0097,1.51,7.9
BB3PC1,B,3,PC1,1,2_21_24,LOD,0.2130841,LOD,2.445,48,1.2488,0.0177,0.0097,1.19,7.98
BB3PC2,B,3,PC2,1,2_21_24,LOD,0.2130841,LOD,2.445,56.42,1.2488,0.01467,0.0097,1.63,8
BB3MC0,B,3,MC0,1,2_21_24,LOD,0.2130841,LOD,2.445,74.11,1.2488,0.0115,0.0097,1.64,8.39
BB3MC1,B,3,MC1,1,2_21_24,LOD,0.2130841,LOD,2.445,61.8,1.2488,LOD,0.0097,1.54,7.78
BB3MC2,B,3,MC2,1,2_21_24,LOD,0.2130841,LOD,2.445,114.87,1.2488,0.0116,0.0097,2.18,7.78
BB4PC0,B,4,PC0,1,2_21_24,LOD,0.2130841,2.719845334,2.445,30.99,1.2488,0.1047,0.0097,0.92,8.31
BB4PC1,B,4,PC1,1,2_21_24,LOD,0.2130841,LOD,2.445,51.82,1.2488,0.0119,0.0097,1.19,8.2
BB4PC2,B,4,PC2,1,2_21_24,LOD,0.2130841,LOD,2.445,39.43,1.2488,0.0115,0.0097,1.05,8.11
BB4MC0,B,4,MC0,1,2_21_24,LOD,0.2130841,LOD,2.445,64.93,1.2488,0.0122,0.0097,1.58,8.11
BB4MC1,B,4,MC1,1,2_21_24,LOD,0.2130841,LOD,2.445,62.83,1.2488,0.0098,0.0097,1.65,7.87
BB4MC2,B,4,MC2,1,2_21_24,LOD,0.2130841,LOD,2.445,131.13,1.2488,0.0143,0.0097,2.56,7.58
AB1PC0,A,1,PC0,1,3_6_24,LOD,0.2588568,LOD,2.030977,21.46,1.2488,0.0387,0.0097,0.31,7.23
AB1PC1,A,1,PC1,1,3_6_24,LOD,0.2588568,LOD,2.030977,23.17,1.2488,0.0242,0.0097,0.38,7.57
AB1PC2,A,1,PC2,1,3_6_24,LOD,0.2588568,LOD,2.030977,33.13,1.2488,0.0305,0.0097,0.41,7.5
AB1MC0,A,1,MC0,1,3_6_24,LOD,0.2588568,LOD,2.030977,45.54,1.2488,LOD,0.0097,0.79,7.68
AB1MC1,A,1,MC1,1,3_6_24,LOD,0.2588568,LOD,2.030977,113.9,1.2488,0.0181,0.0097,1.49,7.57
AB1MC2,A,1,MC2,1,3_6_24,LOD,0.2588568,LOD,2.030977,159.02,1.2488,LOD,0.0097,2.34,7.18
AB2PC0,A,2,PC0,1,3_6_24,LOD,0.2588568,LOD,2.030977,17.22,1.2488,0.0431,0.0097,0.36,7.4
AB2PC1,A,2,PC1,1,3_6_24,LOD,0.2588568,LOD,2.030977,13.74,1.2488,0.0378,0.0097,0.32,7.35
AB2PC2,A,2,PC2,1,3_6_24,LOD,0.2588568,LOD,2.030977,19.54,1.2488,0.0344,0.0097,0.34,7.33
AB2MC0,A,2,MC0,1,3_6_24,0.35509012,0.2588568,LOD,2.030977,57.35,1.2488,0.0299,0.0097,1.08,8
AB2MC1,A,2,MC1,1,3_6_24,LOD,0.2588568,LOD,2.030977,30.81,1.2488,0.0417,0.0097,0.53,7.97
AB2MC2,A,2,MC2,1,3_6_24,LOD,0.2588568,5.945569927,2.030977,37.93,1.2488,0.039,0.0097,0.74,7.53
AB3PC0,A,3,PC0,1,3_6_24,LOD,0.2588568,LOD,2.030977,41.05,1.2488,0.0133,0.0097,0.53,7.87
AB3PC1,A,3,PC1,1,3_6_24,LOD,0.2588568,65.81374471,2.030977,46.8,1.2488,0.0263,0.0097,0.63,7.51
AB3PC2,A,3,PC2,1,3_6_24,LOD,0.2588568,LOD,2.030977,18.65,1.2488,0.02779,0.0097,0.32,7.59
AB3MC0,A,3,MC0,1,3_6_24,LOD,0.2588568,LOD,2.030977,60.63,1.2488,0.0134,0.0097,0.97,8.27
AB3MC1,A,3,MC1,1,3_6_24,LOD,0.2588568,LOD,2.030977,36.11,1.2488,0.0291,0.0097,0.49,7.5
AB3MC2,A,3,MC2,1,3_6_24,LOD,0.2588568,LOD,2.030977,96.27,1.2488,LOD,0.0097,1.34,7.56
AB4PC0,A,4,PC0,1,3_6_24,LOD,0.2588568,LOD,2.030977,21.162,1.2488,0.0217,0.0097,0.35,8.02
AB4PC1,A,4,PC1,1,3_6_24,LOD,0.2588568,LOD,2.030977,51.62,1.2488,0.018,0.0097,0.61,8.09
AB4PC2,A,4,PC2,1,3_6_24,LOD,0.2588568,LOD,2.030977,29.05,1.2488,0.0206,0.0097,0.41,7.63
AB4MC0,A,4,MC0,1,3_6_24,0.960384695,0.2588568,LOD,2.030977,31.41,1.2488,0.0734,0.0097,0.73,8.02
AB4MC1,A,4,MC1,1,3_6_24,LOD,0.2588568,LOD,2.030977,43.72,1.2488,LOD,0.0097,0.6,8.36
AB4MC2,A,4,MC2,1,3_6_24,LOD,0.2588568,LOD,2.030977,45.64,1.2488,0.0381,0.0097,0.63,8.27
BB1PC0,B,1,PC0,1,3_6_24,LOD,0.234339,LOD,2.020158,58.42,1.2488,LOD,0.0097,1.09,7.95
BB1PC1,B,1,PC1,1,3_6_24,LOD,0.234339,LOD,2.020158,77.9,1.2488,0.0143,0.0097,1.33,7.89
BB1PC2,B,1,PC2,1,3_6_24,LOD,0.234339,LOD,2.020158,64.24,1.2488,0.0149,0.0097,1.24,7.85
BB1MC0,B,1,MC0,1,3_6_24,LOD,0.234339,LOD,2.020158,52.38,1.2488,0.0117,0.0097,1.08,8.27
BB1MC1,B,1,MC1,1,3_6_24,LOD,0.234339,LOD,2.020158,67.67,1.2488,0.0156,0.0097,1.25,8.12
BB1MC2,B,1,MC2,1,3_6_24,LOD,0.234339,LOD,2.020158,89.35,1.2488,0.00997,0.0097,2.77,7.81
BB2PC0,B,2,PC0,1,3_6_24,LOD,0.234339,LOD,2.020158,134.59,1.2488,0.0153,0.0097,2.82,7.78
BB2PC1,B,2,PC1,1,3_6_24,LOD,0.234339,LOD,2.020158,77.61,1.2488,LOD,0.0097,1.43,7.98
BB2PC2,B,2,PC2,1,3_6_24,LOD,0.234339,LOD,2.020158,39.16,1.2488,0.0143,0.0097,2.68,8..07
BB2MC0,B,2,MC0,1,3_6_24,0.986781803,0.234339,LOD,2.020158,NA,1.2488,NA,0.0097,2.15,8.23
BB2MC1,B,2,MC1,1,3_6_24,LOD,0.234339,LOD,2.020158,103.77,1.2488,LOD,0.0097,1.97,7.89
BB2MC2,B,2,MC2,1,3_6_24,LOD,0.234339,LOD,2.020158,107.69,1.2488,LOD,0.0097,2.31,7.94
BB3PC0,B,3,PC0,1,3_6_24,LOD,0.234339,LOD,2.020158,86.48,1.2488,LOD,0.0097,1.61,7.81
BB3PC1,B,3,PC1,1,3_6_24,LOD,0.234339,LOD,2.020158,68.34,1.2488,0.0175,0.0097,1.28,7.94
BB3PC2,B,3,PC2,1,3_6_24,LOD,0.234339,16.15500171,2.020158,NA,1.2488,NA,0.0097,1.73,8.3
BB3MC0,B,3,MC0,1,3_6_24,LOD,0.234339,LOD,2.020158,88.12,1.2488,0.0106,0.0097,1.82,7.91
BB3MC1,B,3,MC1,1,3_6_24,LOD,0.234339,LOD,2.020158,72.56,1.2488,0.0119,0.0097,1.6,7.6
BB3MC2,B,3,MC2,1,3_6_24,LOD,0.234339,LOD,2.020158,137.8,1.2488,0.011,0.0097,2.59,7.58
BB4PC0,B,4,PC0,1,3_6_24,LOD,0.234339,LOD,2.020158,36.68,1.2488,LOD,0.0097,0.91,7.77
BB4PC1,B,4,PC1,1,3_6_24,LOD,0.234339,LOD,2.020158,59.58,1.2488,0.0146,0.0097,1.21,8.05
BB4PC2,B,4,PC2,1,3_6_24,LOD,0.234339,LOD,2.020158,48.17,1.2488,0.0168,0.0097,1.17,7.98
BB4MC0,B,4,MC0,1,3_6_24,LOD,0.234339,LOD,2.020158,72,1.2488,0.0188,0.0097,1.55,7.9
BB4MC1,B,4,MC1,1,3_6_24,LOD,0.234339,LOD,2.020158,63.5,1.2488,LOD,0.0097,1.64,7.79
BB4MC2,B,4,MC2,1,3_6_24,LOD,0.234339,LOD,2.020158,160.32,1.2488,LOD,0.0097,2.87,7.46
AB1PC0,A,1,PC0,1,3_22_24,LOD,0.2849903,LOD,2.141576,21.8,0.6156,0.0182,0.0055,0.55,7.14
AB1PC1,A,1,PC1,1,3_22_24,LOD,0.2849903,LOD,2.141576,16.81,0.6156,0.0098,0.0055,0.56,7.47
AB1PC2,A,1,PC2,1,3_22_24,LOD,0.2849903,7.614786079,2.141576,37.03,0.6156,0.0431,0.0055,0.69,7.36
AB1MC0,A,1,MC0,1,3_22_24,LOD,0.2849903,LOD,2.141576,54.12,0.6156,LOD,0.0055,1.15,7.87
AB1MC1,A,1,MC1,1,3_22_24,LOD,0.2849903,LOD,2.141576,141.32,0.6156,LOD,0.0055,1.85,7.57
AB1MC2,A,1,MC2,1,3_22_24,LOD,0.2849903,LOD,2.141576,190.03,0.6156,LOD,0.0055,2.8,7.17
AB2PC0,A,2,PC0,1,3_22_24,LOD,0.2849903,LOD,2.141576,12.4,0.6156,LOD,0.0055,0.54,7.47
AB2PC1,A,2,PC1,1,3_22_24,LOD,0.2849903,LOD,2.141576,14.33,0.6156,0.0151,0.0055,0.57,8.02
AB2PC2,A,2,PC2,1,3_22_24,LOD,0.2849903,2.215400606,2.141576,18.08,0.6156,0.2631,0.0055,0.54,7.22
AB2MC0,A,2,MC0,1,3_22_24,0.365615509,0.2849903,6.170905625,2.141576,68.79,0.6156,0.0442,0.0055,1.27,8.31
AB2MC1,A,2,MC1,1,3_22_24,LOD,0.2849903,LOD,2.141576,40.05,0.6156,0.0409,0.0055,0.81,7.93
AB2MC2,A,2,MC2,1,3_22_24,LOD,0.2849903,LOD,2.141576,41.11,0.6156,0.0248,0.0055,0.94,7.42
AB3PC0,A,3,PC0,1,3_22_24,LOD,0.2849903,LOD,2.141576,40.56,0.6156,0.0085,0.0055,0.69,7.78
AB3PC1,A,3,PC1,1,3_22_24,LOD,0.2849903,12.29136451,2.141576,54,0.6156,0.0309,0.0055,0.83,7.53
AB3PC2,A,3,PC2,1,3_22_24,LOD,0.2849903,LOD,2.141576,22.63,0.6156,0.03767,0.0055,0.57,7.57
AB3MC0,A,3,MC0,1,3_22_24,LOD,0.2849903,18.20035421,2.141576,70.58,0.6156,0.3168,0.0055,1.13,7.39
AB3MC1,A,3,MC1,1,3_22_24,LOD,0.2849903,LOD,2.141576,44.04,0.6156,0.0254,0.0055,0.72,8.2
AB3MC2,A,3,MC2,1,3_22_24,LOD,0.2849903,LOD,2.141576,101.396,0.6156,0.0161,0.0055,1.43,7.4
AB4PC0,A,4,PC0,1,3_22_24,LOD,0.2849903,LOD,2.141576,17.38,0.6156,0.0514,0.0055,0.54,7.71
AB4PC1,A,4,PC1,1,3_22_24,LOD,0.2849903,LOD,2.141576,54.41,0.6156,0.0265,0.0055,0.8,7.5
AB4PC2,A,4,PC2,1,3_22_24,LOD,0.2849903,LOD,2.141576,36.87,0.6156,0.0475,0.0055,0.65,7.52
AB4MC0,A,4,MC0,1,3_22_24,LOD,0.2849903,LOD,2.141576,44.78,0.6156,0.0247,0.0055,0.96,8.07
AB4MC1,A,4,MC1,1,3_22_24,LOD,0.2849903,LOD,2.141576,46.23,0.6156,LOD,0.0055,0.78,7.7
AB4MC2,A,4,MC2,1,3_22_24,LOD,0.2849903,LOD,2.141576,57.75,0.6156,0.0108,0.0055,0.9,7.83
BB1PC0,B,1,PC0,1,3_22_24,LOD,0.277845,LOD,2.342084625,66.16,0.6156,0.0257,0.0055,1.08,7.68
BB1PC1,B,1,PC1,1,3_22_24,LOD,0.277845,LOD,2.342084625,96.99,0.6156,0.0466,0.0055,1.4,7.78
BB1PC2,B,1,PC2,1,3_22_24,LOD,0.277845,LOD,2.342084625,83.352,0.6156,LOD,0.0055,1.32,7.85
BB1MC0,B,1,MC0,1,3_22_24,LOD,0.277845,LOD,2.342084625,62.35,0.6156,0.04718,0.0055,1.08,8.04
BB1MC1,B,1,MC1,1,3_22_24,LOD,0.277845,LOD,2.342084625,98.02,0.6156,LOD,0.0055,1.38,8.02
BB1MC2,B,1,MC2,1,3_22_24,LOD,0.277845,LOD,2.342084625,108.31,0.6156,LOD,0.0055,3.02,7.77
BB2PC0,B,2,PC0,1,3_22_24,LOD,0.277845,LOD,2.342084625,136.53,0.6156,0.013,0.0055,2.54,7.85
BB2PC1,B,2,PC1,1,3_22_24,LOD,0.277845,LOD,2.342084625,112.95,0.6156,LOD,0.0055,1.58,8.06
BB2PC2,B,2,PC2,1,3_22_24,LOD,0.277845,LOD,2.342084625,52.06,0.6156,0.0421,0.0055,2.84,8.52
BB2MC0,B,2,MC0,1,3_22_24,NA,0.277845,NA,NA,NA,0.6156,NA,0.0055,NA,NA
BB2MC1,B,2,MC1,1,3_22_24,LOD,0.277845,LOD,2.342084625,119.16,0.6156,LOD,0.0055,2.12,7.74
BB2MC2,B,2,MC2,1,3_22_24,LOD,0.277845,LOD,2.342084625,145.38,0.6156,0.0125,0.0055,2.53,7.87
BB3PC0,B,3,PC0,1,3_22_24,LOD,0.277845,LOD,2.342084625,101.38,0.6156,LOD,0.0055,1.59,7.83
BB3PC1,B,3,PC1,1,3_22_24,LOD,0.277845,LOD,2.342084625,78.78,0.6156,0.021907,0.0055,1.23,8.24
BB3PC2,B,3,PC2,1,3_22_24,LOD,0.277845,LOD,2.342084625,88.21,0.6156,LOD,0.0055,1.74,8.09
BB3MC0,B,3,MC0,1,3_22_24,LOD,0.277845,LOD,2.342084625,113.9,0.6156,0.0109,0.0055,1.81,7.88
BB3MC1,B,3,MC1,1,3_22_24,LOD,0.277845,3.863816465,2.342084625,83.37,0.6156,0.0178,0.0055,1.49,7.5
BB3MC2,B,3,MC2,1,3_22_24,LOD,0.277845,LOD,2.342084625,170.77,0.6156,LOD,0.0055,2.57,7.53
BB4PC0,B,4,PC0,1,3_22_24,LOD,0.277845,LOD,2.342084625,48.76,0.6156,LOD,0.0055,0.94,7.68
BB4PC1,B,4,PC1,1,3_22_24,LOD,0.277845,LOD,2.342084625,70.38,0.6156,LOD,0.0055,1.03,8.23
BB4PC2,B,4,PC2,1,3_22_24,LOD,0.277845,LOD,2.342084625,62.48,0.6156,LOD,0.0055,1.12,7.86
BB4MC0,B,4,MC0,1,3_22_24,LOD,0.277845,LOD,2.342084625,80.32,0.6156,LOD,0.0055,1.41,7.72
BB4MC1,B,4,MC1,1,3_22_24,LOD,0.277845,LOD,2.342084625,75.91,0.6156,LOD,0.0055,1.51,7.66
BB4MC2,B,4,MC2,1,3_22_24,LOD,0.277845,LOD,2.342084625,185.25,0.6156,LOD,0.0055,2.82,7.38
AB1PC0,A,1,PC0,1,4_4_24,LOD,0.2895166,LOD,2.196825252,22.34,0.5767,0.0347,0.0061,0.37,7.11
AB1PC1,A,1,PC1,1,4_4_24,LOD,0.2895166,LOD,2.196825252,16.15,0.5767,0.0224,0.0061,0.38,7.19
AB1PC2,A,1,PC2,1,4_4_24,LOD,0.2895166,LOD,2.196825252,24.11,0.5767,0.1638,0.0061,0.39,7.08
AB1MC0,A,1,MC0,1,4_4_24,LOD,0.2895166,LOD,2.196825252,68.13,0.5767,LOD,0.0061,1.07,8.41
AB1MC1,A,1,MC1,1,4_4_24,LOD,0.2895166,LOD,2.196825252,NA,0.5767,0.0112,0.0061,1.74,7.39
AB1MC2,A,1,MC2,1,4_4_24,0.424591222,0.2895166,LOD,2.196825252,142.48,0.5767,LOD,0.0061,1.92,7.06
AB2PC0,A,2,PC0,1,4_4_24,LOD,0.2895166,LOD,2.196825252,9.672,0.5767,0.0275,0.0061,0.31,7.79
AB2PC1,A,2,PC1,1,4_4_24,LOD,0.2895166,LOD,2.196825252,10.7,0.5767,0.01911,0.0061,0.35,7.41
AB2PC2,A,2,PC2,1,4_4_24,LOD,0.2895166,LOD,2.196825252,18.97,0.5767,0.0667,0.0061,0.35,7.55
AB2MC0,A,2,MC0,1,4_4_24,9.623131247,0.2895166,LOD,2.196825252,NA,0.5767,NA,0.0061,NA,NA
AB2MC1,A,2,MC1,1,4_4_24,0.817372794,0.2895166,NA,NA,34.08,0.5767,0.042,0.0061,0.53,7.47
AB2MC2,A,2,MC2,1,4_4_24,LOD,0.2895166,LOD,2.196825252,32.92,0.5767,0.0364,0.0061,0.63,7.26
AB3PC0,A,3,PC0,1,4_4_24,0.330196692,0.2895166,LOD,2.196825252,42.47,0.5767,0.04107,0.0061,0.51,7.47
AB3PC1,A,3,PC1,1,4_4_24,0.631925091,0.2895166,LOD,2.196825252,46.8,0.5767,0.035,0.0061,0.55,7.42
AB3PC2,A,3,PC2,1,4_4_24,LOD,0.2895166,LOD,2.196825252,22.12,0.5767,0.1159,0.0061,0.37,7.14
AB3MC0,A,3,MC0,1,4_4_24,LOD,0.2895166,LOD,2.196825252,76.18,0.5767,0.051,0.0061,0.98,8.28
AB3MC1,A,3,MC1,1,4_4_24,NA,0.2895166,LOD,2.196825252,NA,0.5767,NA,0.0061,NA,NA
AB3MC2,A,3,MC2,1,4_4_24,LOD,0.2895166,LOD,2.196825252,115.15,0.5767,0.0272,0.0061,1.38,8.17
AB4PC0,A,4,PC0,1,4_4_24,LOD,0.2895166,LOD,2.196825252,20.35,0.5767,0.1191,0.0061,0.36,8.09
AB4PC1,A,4,PC1,1,4_4_24,LOD,0.2895166,LOD,2.196825252,44.31,0.5767,0.0521,0.0061,0.51,7.73
AB4PC2,A,4,PC2,1,4_4_24,NA,0.2895166,NA,NA,NA,0.5767,NA,0.0061,NA,NA
AB4MC0,A,4,MC0,1,4_4_24,LOD,0.2895166,LOD,2.196825252,48.65,0.5767,0.0799,0.0061,0.81,7.86
AB4MC1,A,4,MC1,1,4_4_24,LOD,0.2895166,LOD,2.196825252,51.16,0.5767,0.0162,0.0061,0.61,8.05
AB4MC2,A,4,MC2,1,4_4_24,LOD,0.2895166,LOD,2.196825252,63.25,0.5767,0.0384,0.0061,0.73,8.74
BB1PC0,B,1,PC0,1,4_4_24,LOD,0.221817,LOD,1.881439743,74.42,0.5767,LOD,0.0061,0.96,7.94
BB1PC1,B,1,PC1,1,4_4_24,LOD,0.221817,LOD,1.881439743,92.09,0.5767,0.0744,0.0061,1.2,7.75
BB1PC2,B,1,PC2,1,4_4_24,LOD,0.221817,10.98181973,1.881439743,64.84,0.5767,0.1672,0.0061,0.93,7.99
BB1MC0,B,1,MC0,1,4_4_24,0.796932333,0.221817,LOD,1.881439743,62.99,0.5767,0.143,0.0061,0.97,7.8
BB1MC1,B,1,MC1,1,4_4_24,0.9059387,0.221817,LOD,1.881439743,87.14,0.5767,0.0121,0.0061,1.18,8.4
BB1MC2,B,1,MC2,1,4_4_24,LOD,0.221817,LOD,1.881439743,134.98,0.5767,LOD,0.0061,3.14,7.73
BB2PC0,B,2,PC0,1,4_4_24,LOD,0.221817,LOD,1.881439743,152.63,0.5767,0.0093,0.0061,2.42,7.9
BB2PC1,B,2,PC1,1,4_4_24,LOD,0.221817,LOD,1.881439743,143.8,0.5767,LOD,0.0061,1.67,8.43
BB2PC2,B,2,PC2,1,4_4_24,0.340245465,0.221817,LOD,1.881439743,88.72,0.5767,0.0908,0.0061,3.63,8.37
BB2MC0,B,2,MC0,1,4_4_24,NA,0.221817,NA,NA,NA,0.5767,NA,0.0061,NA,NA
BB2MC1,B,2,MC1,1,4_4_24,LOD,0.221817,LOD,1.881439743,134.23,0.5767,0.011,0.0061,2.02,8.09
BB2MC2,B,2,MC2,1,4_4_24,LOD,0.221817,LOD,1.881439743,149.93,0.5767,LOD,0.0061,2.42,7.91
BB3PC0,B,3,PC0,1,4_4_24,LOD,0.221817,LOD,1.881439743,112.67,0.5767,0.0253,0.0061,1.56,7.75
BB3PC1,B,3,PC1,1,4_4_24,LOD,0.221817,LOD,1.881439743,95.87,0.5767,0.0212,0.0061,1.28,8.04
BB3PC2,B,3,PC2,1,4_4_24,LOD,0.221817,5.873379317,1.881439743,95.24,0.5767,0.0638,0.0061,1.69,7.97
BB3MC0,B,3,MC0,1,4_4_24,LOD,0.221817,LOD,1.881439743,112,0.5767,0.0346,0.0061,1.58,7.87
BB3MC1,B,3,MC1,1,4_4_24,LOD,0.221817,LOD,1.881439743,93.96,0.5767,LOD,0.0061,1.48,7.63
BB3MC2,B,3,MC2,1,4_4_24,LOD,0.221817,LOD,1.881439743,189.89,0.5767,0.0307,0.0061,2.57,7.52
BB4PC0,B,4,PC0,1,4_4_24,LOD,0.221817,LOD,1.881439743,52.33,0.5767,0.0115,0.0061,0.84,7.86
BB4PC1,B,4,PC1,1,4_4_24,6.192035655,0.221817,LOD,1.881439743,NA,0.5767,NA,0.0061,0.97,8.4
BB4PC2,B,4,PC2,1,4_4_24,LOD,0.221817,LOD,1.881439743,74.64,0.5767,LOD,0.0061,1.01,8.63
BB4MC0,B,4,MC0,1,4_4_24,LOD,0.221817,LOD,1.881439743,94.22,0.5767,LOD,0.0061,1.36,7.72
BB4MC1,B,4,MC1,1,4_4_24,LOD,0.221817,LOD,1.881439743,74.99,0.5767,0.0068,0.0061,1.33,7.63
BB4MC2,B,4,MC2,1,4_4_24,LOD,0.221817,LOD,1.881439743,196.14,0.5767,LOD,0.0061,2.75,7.51
AB1PC0,A,1,PC0,1,4_16_24,LOD,0.2628462,LOD,2.139206511,23.53,1.3473,0.1085,0.0051,0.29,7.95
AB1PC1,A,1,PC1,1,4_16_24,LOD,0.2628462,LOD,2.139206511,16.17,1.3473,0.0296,0.0051,0.27,7.27
AB1PC2,A,1,PC2,1,4_16_24,LOD,0.2628462,LOD,2.139206511,38.67,1.3473,0.031,0.0051,0.4,7.1
AB1MC0,A,1,MC0,1,4_16_24,LOD,0.2628462,LOD,2.139206511,57.45,1.3473,LOD,0.0051,0.84,7.64
AB1MC1,A,1,MC1,1,4_16_24,LOD,0.2628462,LOD,2.139206511,137.25,1.3473,LOD,0.0051,1.41,7.17
AB1MC2,A,1,MC2,1,4_16_24,LOD,0.2628462,LOD,2.139206511,67.52,1.3473,0.023,0.0051,0.95,7.03
AB2PC0,A,2,PC0,1,4_16_24,LOD,0.2628462,LOD,2.139206511,8.46,1.3473,0.0378,0.0051,0.21,7
AB2PC1,A,2,PC1,1,4_16_24,LOD,0.2628462,LOD,2.139206511,7.576,1.3473,0.0178,0.0051,0.23,7.87
AB2PC2,A,2,PC2,1,4_16_24,LOD,0.2628462,LOD,2.139206511,17.64,1.3473,0.1138,0.0051,0.26,6.81
AB2MC0,A,2,MC0,1,4_16_24,0.635916354,0.2628462,LOD,2.139206511,43.41,1.3473,0.1428,0.0051,0.72,7.75
AB2MC1,A,2,MC1,1,4_16_24,LOD,0.2628462,LOD,2.139206511,26.99,1.3473,0.0196,0.0051,0.39,7.52
AB2MC2,A,2,MC2,1,4_16_24,LOD,0.2628462,LOD,2.139206511,25.802,1.3473,0.0457,0.0051,0.48,7.17
AB3PC0,A,3,PC0,1,4_16_24,LOD,0.2628462,LOD,2.139206511,36.24,1.3473,0.0058,0.0051,0.38,7.15
AB3PC1,A,3,PC1,1,4_16_24,LOD,0.2628462,27.61605738,2.139206511,42.73,1.3473,0.0123,0.0051,0.45,7.23
AB3PC2,A,3,PC2,1,4_16_24,LOD,0.2628462,LOD,2.139206511,19.42,1.3473,0.0405,0.0051,0.26,7.44
AB3MC0,A,3,MC0,1,4_16_24,LOD,0.2628462,LOD,2.139206511,59.9,1.3473,0.0105,0.0051,0.76,8.48
AB3MC1,A,3,MC1,1,4_16_24,LOD,0.2628462,LOD,2.139206511,28.89,1.3473,0.0199,0.0051,0.32,7.78
AB3MC2,A,3,MC2,1,4_16_24,LOD,0.2628462,3.327002684,2.139206511,71.07,1.3473,0.189,0.0051,0.85,7.25
AB4PC0,A,4,PC0,1,4_16_24,LOD,0.2628462,LOD,2.139206511,17.63,1.3473,0.0284,0.0051,0.26,7.36
AB4PC1,A,4,PC1,1,4_16_24,LOD,0.2628462,LOD,2.139206511,44.68,1.3473,0.0253,0.0051,0.44,7.37
AB4PC2,A,4,PC2,1,4_16_24,LOD,0.2628462,LOD,2.139206511,23.66,1.3473,0.0252,0.0051,0.29,7.64
